"split","class","output_image","output_label","source_image","random_seed"
"train","meteor","train/images/uaemmn_pos_train_000045.jpg","train/labels/uaemmn_pos_train_000045.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190922_015228_YAHER_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000046.jpg","train/labels/uaemmn_pos_train_000046.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191129_023150_Home_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000047.jpg","train/labels/uaemmn_pos_train_000047.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191128_033250_SCASS_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000048.jpg","train/labels/uaemmn_pos_train_000048.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_205021_YAHER_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000049.jpg","train/labels/uaemmn_pos_train_000049.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211219_051239_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000050.jpg","train/labels/uaemmn_pos_train_000050.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191119_035650_SCASS_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000051.jpg","train/labels/uaemmn_pos_train_000051.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211215_011847_YAHER_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000052.jpg","train/labels/uaemmn_pos_train_000052.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210407_045239_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000053.jpg","train/labels/uaemmn_pos_train_000053.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191203_052411_Home_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000054.jpg","train/labels/uaemmn_pos_train_000054.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190925_010330_Home_C8P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000055.jpg","train/labels/uaemmn_pos_train_000055.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190910_042352_Home_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000056.jpg","train/labels/uaemmn_pos_train_000056.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210405_034409_Liwa_C0P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000057.jpg","train/labels/uaemmn_pos_train_000057.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211220_061013_YAHER_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000058.jpg","train/labels/uaemmn_pos_train_000058.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210404_032657_Liwa_C0P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000059.jpg","train/labels/uaemmn_pos_train_000059.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191106_233117_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000060.jpg","train/labels/uaemmn_pos_train_000060.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191206_040206_SCASS_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000061.jpg","train/labels/uaemmn_pos_train_000061.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190813_013129_Home_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000062.jpg","train/labels/uaemmn_pos_train_000062.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20221022_044418_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000063.jpg","train/labels/uaemmn_pos_train_000063.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211229_004319_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000064.jpg","train/labels/uaemmn_pos_train_000064.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_020100_Home_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000065.jpg","train/labels/uaemmn_pos_train_000065.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211202_060021_Home_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000066.jpg","train/labels/uaemmn_pos_train_000066.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200112_002729_YAHER_C6P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000067.jpg","train/labels/uaemmn_pos_train_000067.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210412_042800_Liwa_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000068.jpg","train/labels/uaemmn_pos_train_000068.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211215_040153_YAHER_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000069.jpg","train/labels/uaemmn_pos_train_000069.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191129_034035_Home_C5P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000070.jpg","train/labels/uaemmn_pos_train_000070.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200101_034938_YAHER_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000071.jpg","train/labels/uaemmn_pos_train_000071.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211207_224539_Liwa_C04P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000072.jpg","train/labels/uaemmn_pos_train_000072.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190912_222318_SCASS_C8P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000073.jpg","train/labels/uaemmn_pos_train_000073.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200118_034943_SCASS_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000074.jpg","train/labels/uaemmn_pos_train_000074.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220305_021805_Liwa_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000075.jpg","train/labels/uaemmn_pos_train_000075.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_223137_YAHER_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000076.jpg","train/labels/uaemmn_pos_train_000076.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191225_011031_Home_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000077.jpg","train/labels/uaemmn_pos_train_000077.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_012526_Liwa_C01P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000078.jpg","train/labels/uaemmn_pos_train_000078.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191214_233433_Home_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000079.jpg","train/labels/uaemmn_pos_train_000079.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220331_010111_Liwa_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000080.jpg","train/labels/uaemmn_pos_train_000080.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220117_050009_Home_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000081.jpg","train/labels/uaemmn_pos_train_000081.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210424_045049_Liwa_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000082.jpg","train/labels/uaemmn_pos_train_000082.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191024_043237_SCASS_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000083.jpg","train/labels/uaemmn_pos_train_000083.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211217_053537_YAHER_C5P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000084.jpg","train/labels/uaemmn_pos_train_000084.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220112_033307_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000085.jpg","train/labels/uaemmn_pos_train_000085.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211222_210128_Liwa_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000086.jpg","train/labels/uaemmn_pos_train_000086.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191205_220956_SCASS_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000087.jpg","train/labels/uaemmn_pos_train_000087.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211215_040242_Liwa_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000088.jpg","train/labels/uaemmn_pos_train_000088.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211215_043923_YAHER_C12P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000089.jpg","train/labels/uaemmn_pos_train_000089.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211215_010811_YAHER_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000090.jpg","train/labels/uaemmn_pos_train_000090.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190929_045418_SCASS_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000091.jpg","train/labels/uaemmn_pos_train_000091.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191030_005532_Home_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000092.jpg","train/labels/uaemmn_pos_train_000092.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211220_053737_YAHER_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000093.jpg","train/labels/uaemmn_pos_train_000093.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191124_050154_SCASS_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000094.jpg","train/labels/uaemmn_pos_train_000094.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200122_051809_SCASS_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000095.jpg","train/labels/uaemmn_pos_train_000095.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211124_054008_Home_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000096.jpg","train/labels/uaemmn_pos_train_000096.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211213_012615_Liwa_C03P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000097.jpg","train/labels/uaemmn_pos_train_000097.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211218_055833_Liwa_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000098.jpg","train/labels/uaemmn_pos_train_000098.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191204_002856_SCASS_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000099.jpg","train/labels/uaemmn_pos_train_000099.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190928_230603_SCASS_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000100.jpg","train/labels/uaemmn_pos_train_000100.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211213_000713_Liwa_C03P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000101.jpg","train/labels/uaemmn_pos_train_000101.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191206_022448_SCASS_C12P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000102.jpg","train/labels/uaemmn_pos_train_000102.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211213_234250_Home_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000103.jpg","train/labels/uaemmn_pos_train_000103.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220107_061701_YAHER_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000104.jpg","train/labels/uaemmn_pos_train_000104.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_001017_Home_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000105.jpg","train/labels/uaemmn_pos_train_000105.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190907_232240_SCASS_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000106.jpg","train/labels/uaemmn_pos_train_000106.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_044543_Home_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000107.jpg","train/labels/uaemmn_pos_train_000107.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191207_011247_SCASS_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000108.jpg","train/labels/uaemmn_pos_train_000108.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220107_022038_YAHER_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000109.jpg","train/labels/uaemmn_pos_train_000109.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191124_031204_SCASS_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000110.jpg","train/labels/uaemmn_pos_train_000110.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211215_020557_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000111.jpg","train/labels/uaemmn_pos_train_000111.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211126_040832_Home_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000112.jpg","train/labels/uaemmn_pos_train_000112.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191011_051931_SCASS_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000113.jpg","train/labels/uaemmn_pos_train_000113.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191103_025541_Home_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000114.jpg","train/labels/uaemmn_pos_train_000114.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220910_014321_YAHER_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000115.jpg","train/labels/uaemmn_pos_train_000115.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191024_233350_SCASS_C7P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000116.jpg","train/labels/uaemmn_pos_train_000116.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_033735_Liwa_C03P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000117.jpg","train/labels/uaemmn_pos_train_000117.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191127_032243_Home_C5P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000118.jpg","train/labels/uaemmn_pos_train_000118.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191007_043934_Home_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000119.jpg","train/labels/uaemmn_pos_train_000119.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191020_032918_SCASS_C6S.jpg","42"
